Name,Rating,Reviews,Industry,Employees,Domain,Years_in_Operation,HQ
Royal Research,2.1,232 Reviews,Analytics & KPO,501-1k Employees,11 years old,Kolkata +5 more,
Tega Industries,3.8,232 Reviews,Industrial Machinery,501-1k Employees,Public,48 years old,Kolkata +16 more
CESC,3.8,232 Reviews,Power,5k-10k Employees,Public,125 years old,Kolkata +15 more
Toshiba Transmission & Distribution Systems,4.0,232 Reviews,Electrical Equipment,501-1k Employees,130 years old,Hyderabad +20 more,
Algonomy,3.9,232 Reviews,Software Product,201-500 Employees,20 years old,Bangalore +9 more,
Hofincons Infotech & Industrial Services,3.9,232 Reviews,Industrial Machinery,501-1k Employees,Chennai +37 more,,
Sir H. N. Reliance Foundation Hospital and Research,3.9,232 Reviews,Healthcare,51-200 Employees,Public,99 years old,Mumbai +6 more
Pfizer Healthcare india pvt lit,4.1,232 Reviews,Pharma,1k-5k Employees,15 years old,Mumbai +16 more,
PEGATRON,3.8,232 Reviews,Chennai +3 more,,,,
MIOT INTERNATIONAL,3.9,232 Reviews,Healthcare,501-1k Employees,25 years old,Chennai +7 more,
SPRINKLR,3.3,232 Reviews,Software Product,1k-5k Employees,15 years old,New York City +7 more,
Bharat Dynamics,4.4,231 Reviews,Defence & Aerospace,1k-5k Employees,Fortune India 500,54 years old,Hyderabad/Secunderabad +5 more
Azure Power,3.9,231 Reviews,Power,501-1k Employees,16 years old,Delhi +17 more,
Cavisson Systems,2.1,231 Reviews,IT Services & Consulting,501-1k Employees,13 years old,Santa Clara +2 more,
Oriflame,3.9,231 Reviews,Beauty & Personal Care,1k-5k Employees,57 years old,Stockholm +25 more,
Etisalat,3.5,231 Reviews,Telecom,1k-5k Employees,Public,48 years old,Abu Dhabi +11 more
Peter England,4.1,231 Reviews,Fashion & Textile,501-1k Employees,135 years old,Londonderry +99 more,
Kubota Agricultural Machinery India,4.2,231 Reviews,Agriculture,201-500 Employees,16 years old,Chennai +37 more,
Spm Autocomp,3.6,231 Reviews,Auto Components,51-200 Employees,29 years old,Gurgaon/Gurugram +11 more,
Huntsman International,4.3,231 Reviews,Chemicals,501-1k Employees,Forbes Global 2000,54 years old,Texas +23 more
Intelliswift Software,3.5,231 Reviews,Software Product,1k-5k Employees,23 years old,Newark +6 more,
Ambit Finvest,4.0,231 Reviews,NBFC,1k-5k Employees,Mumbai +56 more,,
Pitambari Products,4.2,230 Reviews,FMCG,1k-5k Employees,38 years old,Thane +42 more,
DigiCall Teleservices,4.0,230 Reviews,Telecom,501-1k Employees,29 years old,Johannesburg +13 more,
ISMT,3.8,230 Reviews,Iron & Steel,1k-5k Employees,Public,47 years old,Pune +4 more
Delhi Duty Free Services,4.1,230 Reviews,Retail,1k-5k Employees,14 years old,Delhi/NCR +5 more,
ESAB,4.1,230 Reviews,Industrial Machinery,501-1k Employees,Public,37 years old,Chennai +22 more
VVF,3.7,230 Reviews,FMCG,501-1k Employees,Public,85 years old,Mumbai +18 more
Vision India Services,3.5,230 Reviews,Recruitment,51-200 Employees,16 years old,New Delhi +65 more,
Accurex Biomedical,4.6,230 Reviews,Medical Equipment,201-500 Employees,40 years old,Mumbai +46 more,
Nobel Hygiene,3.7,230 Reviews,Healthcare,51-200 Employees,24 years old,Mumbai +53 more,
DigiCall Teleservices,4.0,230 Reviews,Telecom,501-1k Employees,29 years old,Johannesburg +13 more,
Accurex Biomedical,4.6,230 Reviews,Medical Equipment,201-500 Employees,40 years old,Mumbai +46 more,
Vision India Services,3.5,230 Reviews,Recruitment,51-200 Employees,16 years old,New Delhi +65 more,
ESAB,4.1,230 Reviews,Industrial Machinery,501-1k Employees,Public,37 years old,Chennai +22 more
Baxter Pharmaceutical Solutions LLC.,4.3,230 Reviews,Pharma,1k-5k Employees,93 years old,Deerfield +7 more,
Samsung Display,3.9,230 Reviews,Electronics Manufacturing,501-1k Employees,5 years old,Yongin-si +5 more,
Madras Radiators and Pressings Limited,4.0,230 Reviews,Auto Components,501-1k Employees,Public,61 years old,Coimbatore +9 more
Walchandnagar Industries,4.0,229 Reviews,Industrial Machinery,1k-5k Employees,Public,116 years old,Mumbai +10 more
Bhandari Automobiles,3.8,229 Reviews,Automobile,501-1k Employees,46 years old,Midnapore +23 more,
Seth M R Jaipuria School,3.8,229 Reviews,Education & Training,1k-5k Employees,32 years old,Delhi/NCR +37 more,
Yashi Consulting Services,4.0,229 Reviews,IT Services & Consulting,51-200 Employees,19 years old,Jaipur +25 more,
Rosenberger Electronic,4.1,229 Reviews,Electronics Manufacturing,501-1k Employees,66 years old,Tittmoning +31 more,
Springer Nature,3.9,229 Reviews,Printing & Publishing,1k-5k Employees,18 years old,Berlin +2 more,
Studds Accessories,3.2,229 Reviews,Auto Components,1k-5k Employees,41 years old,Faridabad +4 more,
Rainbow Childrens Hospital,4.1,229 Reviews,Healthcare,5k-10k Employees,25 years old,Hyderabad/Secunderabad +10 more,
Mahagun India,3.5,229 Reviews,Real Estate,501-1k Employees,Conglomerate,29 years old,Noida +6 more
Tata Digital,3.3,229 Reviews,Internet,501-1k Employees,5 years old,Mumbai +8 more,
Finolex Ind,3.9,229 Reviews,Building Material,1k-5k Employees,Fortune India 500,Pune +39 more,
BDR Pharmaceuticals International,3.9,229 Reviews,Pharma,1k-5k Employees,22 years old,Mumbai +17 more,
Emblix Solutions,4.9,229 Reviews,IT Services & Consulting,51-200 Employees,12 years old,Hyderabad/Secunderabad +2 more,
Speridian Technologies,3.7,229 Reviews,IT Services & Consulting,1k-5k Employees,22 years old,Albuquerque +14 more,
Knowledgeworks Global,3.1,229 Reviews,Printing & Publishing,501-1k Employees,Glen Allen +6 more,,
Robosoft Technologies,3.5,229 Reviews,IT Services & Consulting,1k-5k Employees,28 years old,New Udupi +9 more,
Indiabulls Real Estate,4.6,228 Reviews,Real Estate,501-1k Employees,Public,18 years old,Mumbai +21 more
Mediamint,3.9,228 Reviews,Marketing & Advertising,1k-5k Employees,14 years old,Hyderabad/Secunderabad +3 more,
Arabian Construction Company,4.1,228 Reviews,Engineering & Construction,10k-50k Employees,57 years old,Beirut +24 more,
Sgs Tekniks Manufacturing,3.8,228 Reviews,Electronics Manufacturing,201-500 Employees,34 years old,Gurgaon +10 more,
Mfar Constructions,3.8,228 Reviews,Engineering & Construction,501-1k Employees,28 years old,Bangalore/Bengaluru +10 more,
Cochin Shipyard,4.3,228 Reviews,Ports & Shipping,1k-5k Employees,Fortune India 500,52 years old,Ernakulam +11 more
MeritNation,3.5,228 Reviews,EdTech,51-200 Employees,36 years old,Delhi +21 more,
Seven Hills Hospital,4.0,228 Reviews,Healthcare,501-1k Employees,38 years old,Mumbai +11 more,
Bhilai Engineering Corporation,3.7,228 Reviews,Industrial Machinery,501-1k Employees,Public,64 years old,Bhilai/Bhillai +20 more
Prism Johnson Limited - RMC (India) Division,4.0,228 Reviews,Building Material,501-1k Employees,Public,28 years old,Mumbai +53 more
kipi.bi,4.6,228 Reviews,IT Services & Consulting,201-500 Employees,Houston +12 more,,
GSPANN Technologies,3.9,228 Reviews,IT Services & Consulting,1k-5k Employees,20 years old,Milpitas +9 more,
Icertis,3.6,228 Reviews,Software Product,1k-5k Employees,Indian Unicorn,15 years old,Bellevue +3 more
Murugappa Group,4.1,228 Reviews,Agro Chemicals,50k-1 Lakh Employees,Conglomerate,124 years old,Chennai +64 more
The Louis Berger Group,4.4,227 Reviews,Engineering & Construction,51-200 Employees,139 years old,Montreal +31 more,
Anunta Technology Management Services,3.7,227 Reviews,IT Services & Consulting,501-1k Employees,Startup,12 years old,Mumbai +14 more
Shree Renuka Sugars,4.2,227 Reviews,Food Processing,1k-5k Employees,Public,26 years old,Belagavi/Belgaum +30 more
The Louis Berger Group,4.4,227 Reviews,Engineering & Construction,51-200 Employees,139 years old,Montreal +31 more,
Sembcorp Energy India,4.1,227 Reviews,Power,501-1k Employees,Public,16 years old,Gurgaon/Gurugram +16 more
Zimetrics Technologies,4.5,227 Reviews,IT Services & Consulting,201-500 Employees,9 years old,Pune +5 more,
Starbucks,4.3,227 Reviews,Hospitality,1k-5k Employees,Public,53 years old,Seattle +38 more
Theobroma Foods,3.9,227 Reviews,Food Processing,51-200 Employees,20 years old,Mumbai +20 more,
RV Solutions,4.0,227 Reviews,IT Services & Consulting,201-500 Employees,16 years old,Noida +32 more,
The Phoenix Mills,3.8,227 Reviews,Real Estate,501-1k Employees,Public,119 years old,Mumbai +15 more
Can-Pack,4.3,226 Reviews,Packaging,501-1k Employees,32 years old,Aurangabad +9 more,
Machino Plastics,4.0,226 Reviews,Auto Components,201-500 Employees,Public,37 years old,Gurgaon/Gurugram +10 more
Lalitha Jewellery,4.1,226 Reviews,Jewellery,1k-5k Employees,41 years old,Chennai +30 more,
TravelTriangle,3.8,226 Reviews,Internet,51-200 Employees,14 years old,Noida +8 more,
Nippon Koei India,4.7,226 Reviews,Engineering & Construction,501-1k Employees,16 years old,Delhi/NCR +43 more,
Don Bosco School,4.0,226 Reviews,Education & Training,201-500 Employees (Global),44 years old,New Delhi +53 more,
Dhruv Research,3.3,226 Reviews,Management Consulting,51-200 Employees,4 years old,Gurgaon/Gurugram +15 more,
Silver Touch Technologies,3.5,226 Reviews,IT Services & Consulting,1k-5k Employees,Public,32 years old,Ahmedabad +23 more
Burns & McDonnell,4.5,226 Reviews,Engineering & Construction,501-1k Employees,126 years old,Kansas City +3 more,
Mukand Limited,3.7,225 Reviews,Iron & Steel,1k-5k Employees,Public,87 years old,Mumbai +16 more
IB Group,3.9,225 Reviews,Food Processing,10k-50k Employees,39 years old,Rajnandgaon +51 more,
Holisol Logistics,3.8,225 Reviews,Logistics,1k-5k Employees,15 years old,Delhi +42 more,
Munjal Kiriu Industries,3.5,225 Reviews,Auto Components,201-500 Employees,68 years old,Gurgaon/Gurugram +6 more,
INDIAN PUBLIC SCHOOL,3.8,225 Reviews,Education & Training,1k-5k Employees,20 years old,Salem +42 more,
Kirloskar Electric Company,3.6,225 Reviews,Electrical Equipment,1k-5k Employees,Public,78 years old,Bangalore/Bengaluru +23 more
MSPL,4.2,225 Reviews,Metals & Mining,1k-5k Employees,63 years old,Hosapete +27 more,
Hamleys,3.9,225 Reviews,Retail,1k-5k Employees,264 years old,London +39 more,
Four Points By Sheraton,4.4,225 Reviews,Hospitality,501-1k Employees,29 years old,Bethesda +28 more,
GE Aviation,4.2,225 Reviews,Aviation,1k-5k Employees,107 years old,Cincinnati +9 more,
Allianz,4.4,225 Reviews,Insurance,5k-10k Employees,Forbes Global 2000,134 years old,Munich +12 more
Efftronics Systems,3.6,225 Reviews,Electronics Manufacturing,501-1k Employees,39 years old,Vijayawada +25 more,
New Holland Fiat (India),4.4,225 Reviews,Auto Components,501-1k Employees,26 years old,Delhi/NCR +37 more,
Koenig Solutions,4.0,225 Reviews,Education & Training,501-1k Employees,31 years old,Delhi/NCR +15 more,
Sonalika Group of Companies,3.9,225 Reviews,Automobile,5k-10k Employees,55 years old,Hoshiarpur +37 more,
Jaypee Hospital,4.1,224 Reviews,Healthcare,501-1k Employees,10 years old,Noida +9 more,
Trivium Education Services,3.9,224 Reviews,EdTech,51-200 Employees,14 years old,Delhi/NCR +10 more,
Bharat Oman Refineries,3.8,224 Reviews,Oil & Gas,501-1k Employees,Public,13 years old,Bina +17 more
Entigrity Solutions,4.1,224 Reviews,Recruitment,1k-5k Employees,9 years old,New York +12 more,
DEC Infra,3.6,224 Reviews,Real Estate,201-500 Employees,56 years old,Hyderabad +22 more,
Samsung SDS,3.5,224 Reviews,IT Services & Consulting,1k-5k Employees,Forbes Global 2000,39 years old,Seoul +17 more
Wallace Pharmaceuticals,3.9,224 Reviews,Pharma,1k-5k Employees,56 years old,Panaji/Panjim +38 more,
Zscaler Softech,3.9,224 Reviews,Software Product,1k-5k Employees,16 years old,San Jose +11 more,
Knowledge Splice Services pvt ltd.,3.6,224 Reviews,BPO,201-500 Employees,13 years old,Houston +13 more,
Multiplier Brand Solutions,3.7,224 Reviews,Pharma,51-200 Employees,8 years old,Hyderabad/Secunderabad +52 more,
CEVA Logistics,3.9,223 Reviews,Logistics,5k-10k Employees,18 years old,Marseille +32 more,
Vaibhav Global,3.4,223 Reviews,Jewellery,1k-5k Employees,Public,44 years old,Jaipur +8 more
Luxor Writing Instruments,4.0,223 Reviews,Other,1k-5k Employees,23 years old,Noida +31 more,
Karamtara Engineering,3.6,223 Reviews,Engineering & Construction,501-1k Employees,28 years old,Mumbai +10 more,
Amara Raja Power Systems,4.1,223 Reviews,Auto Components,10k-50k Employees,39 years old,Tirupati +35 more,
Enser Communications,4.0,223 Reviews,IT Services & Consulting,501-1k Employees,16 years old,Navi Mumbai +11 more,
HyScaler,4.6,223 Reviews,IT Services & Consulting,51-200 Employees,15 years old,Santa Clara +1 more,
Oceaneering International,4.2,223 Reviews,Engineering & Construction,501-1k Employees,60 years old,Houston +5 more,
NAFFCO,3.9,222 Reviews,Law Enforcement & Security,201-500 Employees,33 years old,Dubai +19 more,
Bajaj Hindusthan,4.3,222 Reviews,Food Processing,1k-5k Employees,Public,93 years old,Mumbai +17 more
Light & Wonder,3.9,222 Reviews,Gaming,1k-5k Employees,51 years old,Las Vegas +10 more,
Zydus Hospital,4.3,222 Reviews,Healthcare,1k-5k Employees,Public,9 years old,Ahmedabad +9 more
Stelis Biopharma,3.8,222 Reviews,Pharma,501-1k Employees (Global),11 years old,Bangalore +2 more,
T R Chadha & Co Llp,3.8,222 Reviews,Accounting & Auditing,51-200 Employees,78 years old,Delhi/NCR +13 more,
Bihar Rural Livelihoods Promotion Society,3.8,222 Reviews,Non-Profit,1k-5k Employees,17 years old,Patna +47 more,
Elcamino Software,3.3,222 Reviews,BPO,201-500 Employees,14 years old,Gurugram +4 more,
Mahindra Trucks & Buses,3.7,222 Reviews,Automobile,Pune +51 more,,,
Vem Technologies,3.8,222 Reviews,Defence & Aerospace,1k-5k Employees,31 years old,Hyderabad/Secunderabad +3 more,
Hinduja Finance,4.1,222 Reviews,NBFC,201-500 Employees,16 years old,Mumbai +110 more,
Stelis Biopharma,3.8,222 Reviews,Pharma,501-1k Employees (Global),11 years old,Bangalore +2 more,
Vem Technologies,3.8,222 Reviews,Defence & Aerospace,1k-5k Employees,31 years old,Hyderabad/Secunderabad +3 more,
Hinduja Finance,4.1,222 Reviews,NBFC,201-500 Employees,16 years old,Mumbai +110 more,
Galax E Solutions,3.4,222 Reviews,IT Services & Consulting,1k-5k Employees,21 years old,Somerset +7 more,
Dinshaws,3.9,222 Reviews,Food Processing,501-1k Employees,92 years old,Nagpur +42 more,
Themis Medicare,3.6,221 Reviews,Pharma,201-500 Employees,Public,55 years old,Mumbai +32 more
Aptean,3.4,221 Reviews,Software Product,1k-5k Employees,26 years old,Alpharetta +3 more,
Indchemie Health Specialities,4.0,221 Reviews,Pharma,1k-5k Employees,38 years old,Mumbai +47 more,
Indian Metals & Ferro Alloys,4.2,221 Reviews,Iron & Steel,1k-5k Employees,Public,63 years old,Bhubaneswar +19 more
Anand Rathi Global Finance,3.6,221 Reviews,NBFC,201-500 Employees,42 years old,Mumbai +38 more,
Central Institute of Mining and Fuel Research,4.0,221 Reviews,Education & Training,501-1k Employees,17 years old,Dhanbad +15 more,
Tekion,3.0,221 Reviews,Software Product,1k-5k Employees,Startup,8 years old,Pleasanton +4 more
Refinitiv,4.2,221 Reviews,Analytics & KPO,51-200 Employees,326 years old,London +3 more,
Belstar Investment and Finance,4.2,221 Reviews,Investment Banking / Venture Capital / Private Equity,201-500 Employees,36 years old,Chennai +94 more,
SVC Co-Operative Bank,4.0,221 Reviews,Banking,1k-5k Employees,118 years old,Mumbai +34 more,
Columbia Petro Chem,4.1,221 Reviews,Oil & Gas,51-200 Employees,64 years old,Mumbai +11 more,
Dr.SNS Rajalakshmi College Of Arts and Science,5.0,221 Reviews,Education & Training,201-500 Employees,Coimbatore,,
LeadSquared,2.8,221 Reviews,Software Product,1k-5k Employees,Indian Unicorn,13 years old,Bangalore +11 more
Ebix Payment Services,3.6,221 Reviews,Financial Services,1k-5k Employees,Noida +45 more,,
Muthoot Homefin India,3.7,220 Reviews,Investment Banking / Venture Capital / Private Equity,201-500 Employees,13 years old,Mumbai +70 more,
LM Wind Power,4.0,220 Reviews,Power,51-200 Employees,84 years old,Kolding +10 more,
Oil India,4.2,220 Reviews,Oil & Gas,5k-10k Employees,Fortune India 500,65 years old,Noida +31 more
NEC Corporation of America,3.7,220 Reviews,IT Services & Consulting,11-50 Employees,Irving +20 more,,
IVTL Infoview Technologies,3.6,220 Reviews,IT Services & Consulting,51-200 Employees,24 years old,Chennai +3 more,
Sterling Tools,3.9,220 Reviews,Automobile,501-1k Employees,Public,45 years old,Faridabad +10 more
ESIC HOSPITAL,3.9,220 Reviews,Healthcare,201-500 Employees,72 years old,Delhi/NCR +40 more,
Zee Laboratories,3.2,220 Reviews,Pharma,201-500 Employees,Public,31 years old,Delhi/NCR +26 more
Kalkine,4.0,220 Reviews,Financial Services,201-500 Employees,10 years old,Sydney +2 more,
ZIGRAM,4.3,220 Reviews,Software Product,201-500 Employees,6 years old,Gurgaon/Gurugram +4 more,
Calsonic Kansei Motherson Auto Products,3.9,220 Reviews,Auto Components,51-200 Employees,49 years old,Noida +10 more,
Bellsonica Auto Component,4.0,220 Reviews,Auto Components,201-500 Employees,68 years old,Gurgaon/Gurugram +9 more,
Koyo Bearings India,4.1,220 Reviews,Auto Components,1k-5k Employees,17 years old,Gurgaon +5 more,
Muthoot Homefin India,3.7,220 Reviews,Investment Banking / Venture Capital / Private Equity,201-500 Employees,13 years old,Mumbai +70 more,
Rochem Separation Systems,3.9,220 Reviews,Industrial Machinery,201-500 Employees,33 years old,Mumbai +23 more,
Sequential Technology International,3.6,220 Reviews,BPO,201-500 Employees,8 years old,Windermere +5 more,
Grant Thornton Bharat,3.8,220 Reviews,Accounting & Auditing,1k-5k Employees,89 years old,New Delhi +19 more,
Rolta India,2.7,220 Reviews,IT Services & Consulting,501-1k Employees,Public,35 years old,Mumbai +11 more
Jindal Power,4.1,220 Reviews,Metals & Mining,5k-10k Employees,Public,17 years old,New Delhi +18 more
Cashpor Micro Credit,3.6,220 Reviews,NBFC,1k-5k Employees,22 years old,Varanasi +38 more,
Grupo Antolin,3.7,220 Reviews,Auto Components,1k-5k Employees,74 years old,Burgos +14 more,
Sequential Technology International,3.6,220 Reviews,BPO,201-500 Employees,8 years old,Windermere +5 more,
AIRBUS,3.7,220 Reviews,Aviation,5k-10k Employees,Public,54 years old,Leiden +6 more
Gujarat Gas,4.2,219 Reviews,Oil & Gas,1k-5k Employees,Public,44 years old,Gandhinagar +38 more
Expedia,4.1,219 Reviews,Internet,1k-5k Employees,Forbes Global 2000,17 years old,Bellevue +10 more
Case New-Holland Construction Equipment India,4.1,219 Reviews,Industrial Machinery,51-200 Employees,182 years old,London +37 more,
Thermax Babcock Wilcox Energy Solutions,4.2,219 Reviews,Industrial Machinery,1k-5k Employees,14 years old,Pune +20 more,
